transaction_id,vendor,amount,source,date,historical_transaction_count,historical_amounts,anomaly_type
GL001099,xyz,34015.18,gl,2024-01-09 00:00:00,5,"[8393.58, 22485.21, 27900.84, 34863.74, 35510.46]",amount_not_seen_in_6_months
BANK000892,xyz,37287.42,bank,2024-01-10 00:00:00,8,"[8393.58, 22463.91, 22485.21, 27900.84, 31850.56, 34015.18, 34863.74, 35510.46]",amount_not_seen_in_6_months
GL000432,abc,45878.6,gl,2024-01-10 00:00:00,3,"[6354.58, 16521.4, 29847.73]",amount_not_seen_in_6_months
GL000519,global services,21818.27,gl,2024-01-10 00:00:00,6,"[2297.49, 15229.08, 27524.23, 35880.5, 41487.0, 47249.11]",amount_not_seen_in_6_months
GL001042,tech solutions,24917.0,gl,2024-01-10 00:00:00,4,"[3308.71, 27442.07, 37088.49, 43199.54]",amount_not_seen_in_6_months
GL001089,abc,49610.25,gl,2024-01-10 00:00:00,3,"[6354.58, 16521.4, 29847.73]",amount_not_seen_in_6_months
BANK000120,business tools,47308.5,bank,2024-01-11 00:00:00,2,"[26032.44, 47554.41]",amount_not_seen_in_6_months
BANK000184,business tools,29397.43,bank,2024-01-11 00:00:00,2,"[26032.44, 47554.41]",amount_not_seen_in_6_months
GL000035,smith,3964.59,gl,2024-01-11 00:00:00,7,"[2080.6, 15900.1, 17955.34, 31733.91, 37439.48, 46668.43, 47247.48]",amount_not_seen_in_6_months
GL000080,global serv,25561.08,gl,2024-01-11 00:00:00,1,[30092.29],amount_not_seen_in_6_months
BANK000498,tech solutions,41757.6,bank,2024-01-12 00:00:00,5,"[3308.71, 24917.0, 27442.07, 37088.49, 43199.54]",amount_not_seen_in_6_months
GL000640,tech solutions,23381.51,gl,2024-01-12 00:00:00,5,"[3308.71, 24917.0, 27442.07, 37088.49, 43199.54]",amount_not_seen_in_6_months
GL000775,tech solutions,22337.66,gl,2024-01-12 00:00:00,5,"[3308.71, 24917.0, 27442.07, 37088.49, 43199.54]",amount_not_seen_in_6_months
BANK000001,digital agency,32007.4,bank,2024-01-13 00:00:00,3,"[6454.68, 32783.18, 45531.04]",amount_not_seen_in_6_months
BANK000083,smith,44082.67,bank,2024-01-13 00:00:00,8,"[2080.6, 3964.59, 15900.1, 17955.34, 31733.91, 37439.48, 46668.43, 47247.48]",amount_not_seen_in_6_months
GL000400,xyz,34133.94,gl,2024-01-13 00:00:00,9,"[8393.58, 22463.91, 22485.21, 27900.84, 31850.56, 34015.18, 34863.74, 35510.46, 37287.42]",amount_not_seen_in_6_months
GL000531,a b c,20888.48,gl,2024-01-13 00:00:00,1,[17880.85],amount_not_seen_in_6_months
GL000594,global services,37248.83,gl,2024-01-13 00:00:00,7,"[2297.49, 15229.08, 21818.27, 27524.23, 35880.5, 41487.0, 47249.11]",amount_not_seen_in_6_months
BANK000261,smith,5585.32,bank,2024-01-14 00:00:00,9,"[2080.6, 3964.59, 15900.1, 17955.34, 31733.91, 37439.48, 44082.67, 46668.43, 47247.48]",amount_not_seen_in_6_months
BANK000824,software house,7082.48,bank,2024-01-14 00:00:00,2,"[18256.89, 43259.04]",amount_not_seen_in_6_months
GL000850,xyz,30602.0,gl,2024-01-14 00:00:00,10,"[8393.58, 22463.91, 22485.21, 27900.84, 31850.56, 34015.18, 34133.94, 34863.74, 35510.46, 37287.42]",amount_not_seen_in_6_months
GL001101,global services,34539.95,gl,2024-01-14 00:00:00,8,"[2297.49, 15229.08, 21818.27, 27524.23, 35880.5, 37248.83, 41487.0, 47249.11]",amount_not_seen_in_6_months
BANK000090,xyz,16624.38,bank,2024-01-15 00:00:00,11,"[8393.58, 22463.91, 22485.21, 27900.84, 30602.0, 31850.56, 34015.18, 34133.94, 34863.74, 35510.46]",amount_not_seen_in_6_months
BANK000738,digital agency,45707.6,bank,2024-01-15 00:00:00,4,"[6454.68, 32007.4, 32783.18, 45531.04]",amount_not_seen_in_6_months
BANK000804,smith,43978.7,bank,2024-01-15 00:00:00,10,"[2080.6, 3964.59, 5585.32, 15900.1, 17955.34, 31733.91, 37439.48, 44082.67, 46668.43, 47247.48]",amount_not_seen_in_6_months
GL000552,xyz,16109.54,gl,2024-01-15 00:00:00,11,"[8393.58, 22463.91, 22485.21, 27900.84, 30602.0, 31850.56, 34015.18, 34133.94, 34863.74, 35510.46]",amount_not_seen_in_6_months
GL000648,xyz,6733.37,gl,2024-01-15 00:00:00,11,"[8393.58, 22463.91, 22485.21, 27900.84, 30602.0, 31850.56, 34015.18, 34133.94, 34863.74, 35510.46]",amount_not_seen_in_6_months
GL000740,abc,22446.79,gl,2024-01-15 00:00:00,5,"[6354.58, 16521.4, 29847.73, 45878.6, 49610.25]",amount_not_seen_in_6_months
GL000952,global svcs,32200.4,gl,2024-01-15 00:00:00,2,"[4025.65, 38694.03]",amount_not_seen_in_6_months
GL000953,smith,5120.04,gl,2024-01-15 00:00:00,10,"[2080.6, 3964.59, 5585.32, 15900.1, 17955.34, 31733.91, 37439.48, 44082.67, 46668.43, 47247.48]",amount_not_seen_in_6_months
GL000966,xyz,1462.42,gl,2024-01-15 00:00:00,11,"[8393.58, 22463.91, 22485.21, 27900.84, 30602.0, 31850.56, 34015.18, 34133.94, 34863.74, 35510.46]",amount_not_seen_in_6_months
GL000972,tech sol,22240.1,gl,2024-01-15 00:00:00,1,[44985.32],amount_not_seen_in_6_months
BANK000289,xyz,37074.36,bank,2024-01-16 00:00:00,15,"[1462.42, 6733.37, 8393.58, 16109.54, 16624.38, 22463.91, 22485.21, 27900.84, 30602.0, 31850.56]",amount_not_seen_in_6_months
GL000569,abc,1815.94,gl,2024-01-16 00:00:00,6,"[6354.58, 16521.4, 22446.79, 29847.73, 45878.6, 49610.25]",amount_not_seen_in_6_months
GL000711,xyz,15410.6,gl,2024-01-16 00:00:00,15,"[1462.42, 6733.37, 8393.58, 16109.54, 16624.38, 22463.91, 22485.21, 27900.84, 30602.0, 31850.56]",amount_not_seen_in_6_months
GL000746,xyz,17982.0,gl,2024-01-16 00:00:00,15,"[1462.42, 6733.37, 8393.58, 16109.54, 16624.38, 22463.91, 22485.21, 27900.84, 30602.0, 31850.56]",amount_not_seen_in_6_months
BANK000043,finance partners,3463.28,bank,2024-01-17 00:00:00,1,[15059.55],amount_not_seen_in_6_months
GL000055,abc,15901.95,gl,2024-01-17 00:00:00,7,"[1815.94, 6354.58, 16521.4, 22446.79, 29847.73, 45878.6, 49610.25]",amount_not_seen_in_6_months
GL000277,global serv,8584.32,gl,2024-01-17 00:00:00,2,"[25561.08, 30092.29]",amount_not_seen_in_6_months
GL000338,global services,4387.09,gl,2024-01-17 00:00:00,9,"[2297.49, 15229.08, 21818.27, 27524.23, 34539.95, 35880.5, 37248.83, 41487.0, 47249.11]",amount_not_seen_in_6_months
GL000386,global services,47555.23,gl,2024-01-17 00:00:00,9,"[2297.49, 15229.08, 21818.27, 27524.23, 34539.95, 35880.5, 37248.83, 41487.0, 47249.11]",amount_not_seen_in_6_months
GL000397,smith and,26795.0,gl,2024-01-17 00:00:00,1,[7452.57],amount_not_seen_in_6_months
GL000651,smith,41008.6,gl,2024-01-17 00:00:00,12,"[2080.6, 3964.59, 5120.04, 5585.32, 15900.1, 17955.34, 31733.91, 37439.48, 43978.7, 44082.67]",amount_not_seen_in_6_months
GL001056,xyz,32526.62,gl,2024-01-17 00:00:00,18,"[1462.42, 6733.37, 8393.58, 15410.6, 16109.54, 16624.38, 17982.0, 22463.91, 22485.21, 27900.84]",amount_not_seen_in_6_months
GL000304,abc,49182.37,gl,2024-01-18 00:00:00,8,"[1815.94, 6354.58, 15901.95, 16521.4, 22446.79, 29847.73, 45878.6, 49610.25]",amount_not_seen_in_6_months
GL000427,smith,21927.0,gl,2024-01-18 00:00:00,13,"[2080.6, 3964.59, 5120.04, 5585.32, 15900.1, 17955.34, 31733.91, 37439.48, 41008.6, 43978.7]",amount_not_seen_in_6_months
GL000997,tech sol,27055.7,gl,2024-01-18 00:00:00,2,"[22240.1, 44985.32]",amount_not_seen_in_6_months
BANK000373,business tools,23722.65,bank,2024-01-19 00:00:00,4,"[26032.44, 29397.43, 47308.5, 47554.41]",amount_not_seen_in_6_months
BANK000465,audit solutions,46702.74,bank,2024-01-19 00:00:00,1,[22120.17],amount_not_seen_in_6_months
GL000328,tech sol,26583.88,gl,2024-01-19 00:00:00,3,"[22240.1, 27055.7, 44985.32]",amount_not_seen_in_6_months
GL000977,xyz,44864.23,gl,2024-01-19 00:00:00,19,"[1462.42, 6733.37, 8393.58, 15410.6, 16109.54, 16624.38, 17982.0, 22463.91, 22485.21, 27900.84]",amount_not_seen_in_6_months
GL001014,abc,27804.49,gl,2024-01-19 00:00:00,9,"[1815.94, 6354.58, 15901.95, 16521.4, 22446.79, 29847.73, 45878.6, 49182.37, 49610.25]",amount_not_seen_in_6_months
GL001030,xyz,46836.8,gl,2024-01-19 00:00:00,19,"[1462.42, 6733.37, 8393.58, 15410.6, 16109.54, 16624.38, 17982.0, 22463.91, 22485.21, 27900.84]",amount_not_seen_in_6_months
GL000009,abc,26805.92,gl,2024-01-20 00:00:00,10,"[1815.94, 6354.58, 15901.95, 16521.4, 22446.79, 27804.49, 29847.73, 45878.6, 49182.37, 49610.25]",amount_not_seen_in_6_months
GL000274,smith,26357.5,gl,2024-01-20 00:00:00,14,"[2080.6, 3964.59, 5120.04, 5585.32, 15900.1, 17955.34, 21927.0, 31733.91, 37439.48, 41008.6]",amount_not_seen_in_6_months
GL000410,tech solutions,48415.74,gl,2024-01-20 00:00:00,8,"[3308.71, 22337.66, 23381.51, 24917.0, 27442.07, 37088.49, 41757.6, 43199.54]",amount_not_seen_in_6_months
GL000590,smith,41346.67,gl,2024-01-20 00:00:00,14,"[2080.6, 3964.59, 5120.04, 5585.32, 15900.1, 17955.34, 21927.0, 31733.91, 37439.48, 41008.6]",amount_not_seen_in_6_months
GL001024,xyz,18452.68,gl,2024-01-20 00:00:00,21,"[1462.42, 6733.37, 8393.58, 15410.6, 16109.54, 16624.38, 17982.0, 22463.91, 22485.21, 27900.84]",amount_not_seen_in_6_months
BANK000080,finance partners,18296.11,bank,2024-01-21 00:00:00,2,"[3463.28, 15059.55]",amount_not_seen_in_6_months
BANK000182,audit solutions,4114.05,bank,2024-01-21 00:00:00,2,"[22120.17, 46702.74]",amount_not_seen_in_6_months
BANK000234,tech solutions,31410.16,bank,2024-01-21 00:00:00,9,"[3308.71, 22337.66, 23381.51, 24917.0, 27442.07, 37088.49, 41757.6, 43199.54, 48415.74]",amount_not_seen_in_6_months
BANK000670,abc,13183.05,bank,2024-01-21 00:00:00,11,"[1815.94, 6354.58, 15901.95, 16521.4, 22446.79, 26805.92, 27804.49, 29847.73, 45878.6, 49182.37]",amount_not_seen_in_6_months
BANK000863,data systems,14838.02,bank,2024-01-21 00:00:00,3,"[15606.43, 29265.91, 38561.23]",amount_not_seen_in_6_months
GL000669,xyz,33134.47,gl,2024-01-21 00:00:00,22,"[1462.42, 6733.37, 8393.58, 15410.6, 16109.54, 16624.38, 17982.0, 18452.68, 22463.91, 22485.21]",amount_not_seen_in_6_months
BANK000302,audit solutions,43102.04,bank,2024-01-22 00:00:00,3,"[4114.05, 22120.17, 46702.74]",amount_not_seen_in_6_months
BANK000321,consulting group,47716.15,bank,2024-01-22 00:00:00,1,[17313.87],amount_not_seen_in_6_months
GL000398,xyz,22376.18,gl,2024-01-22 00:00:00,23,"[1462.42, 6733.37, 8393.58, 15410.6, 16109.54, 16624.38, 17982.0, 18452.68, 22463.91, 22485.21]",amount_not_seen_in_6_months
GL001075,xyz,29886.11,gl,2024-01-22 00:00:00,23,"[1462.42, 6733.37, 8393.58, 15410.6, 16109.54, 16624.38, 17982.0, 18452.68, 22463.91, 22485.21]",amount_not_seen_in_6_months
BANK000009,digital agency,30225.93,bank,2024-01-23 00:00:00,5,"[6454.68, 32007.4, 32783.18, 45531.04, 45707.6]",amount_not_seen_in_6_months
BANK000590,cloud services,32385.29,bank,2024-01-23 00:00:00,1,[10638.39],amount_not_seen_in_6_months
GL001061,tech solutions,6350.22,gl,2024-01-23 00:00:00,10,"[3308.71, 22337.66, 23381.51, 24917.0, 27442.07, 31410.16, 37088.49, 41757.6, 43199.54, 48415.74]",amount_not_seen_in_6_months
BANK000105,global services,7452.96,bank,2024-01-24 00:00:00,11,"[2297.49, 4387.09, 15229.08, 21818.27, 27524.23, 34539.95, 35880.5, 37248.83, 41487.0, 47249.11]",amount_not_seen_in_6_months
BANK000491,audit solutions,28957.73,bank,2024-01-24 00:00:00,4,"[4114.05, 22120.17, 43102.04, 46702.74]",amount_not_seen_in_6_months
GL000144,global svcs,21200.94,gl,2024-01-24 00:00:00,3,"[4025.65, 32200.4, 38694.03]",amount_not_seen_in_6_months
GL000425,tech solutions,14326.14,gl,2024-01-24 00:00:00,11,"[3308.71, 6350.22, 22337.66, 23381.51, 24917.0, 27442.07, 31410.16, 37088.49, 41757.6, 43199.54]",amount_not_seen_in_6_months
GL001043,smith,6756.75,gl,2024-01-24 00:00:00,16,"[2080.6, 3964.59, 5120.04, 5585.32, 15900.1, 17955.34, 21927.0, 26357.5, 31733.91, 37439.48]",amount_not_seen_in_6_months
GL001188,smith,10364.42,gl,2024-01-24 00:00:00,16,"[2080.6, 3964.59, 5120.04, 5585.32, 15900.1, 17955.34, 21927.0, 26357.5, 31733.91, 37439.48]",amount_not_seen_in_6_months
BANK000374,software house,17913.01,bank,2024-01-25 00:00:00,3,"[7082.48, 18256.89, 43259.04]",amount_not_seen_in_6_months
BANK000855,software house,29736.81,bank,2024-01-25 00:00:00,3,"[7082.48, 18256.89, 43259.04]",amount_not_seen_in_6_months
BANK000906,data systems,316.45,bank,2024-01-25 00:00:00,4,"[14838.02, 15606.43, 29265.91, 38561.23]",amount_not_seen_in_6_months
BANK000926,audit solutions,34677.51,bank,2024-01-25 00:00:00,5,"[4114.05, 22120.17, 28957.73, 43102.04, 46702.74]",amount_not_seen_in_6_months
GL000024,smith,29712.51,gl,2024-01-25 00:00:00,18,"[2080.6, 3964.59, 5120.04, 5585.32, 6756.75, 10364.42, 15900.1, 17955.34, 21927.0, 26357.5]",amount_not_seen_in_6_months
BANK000230,cloud services,43266.86,bank,2024-01-26 00:00:00,2,"[10638.39, 32385.29]",amount_not_seen_in_6_months
BANK000868,xyz,13279.84,bank,2024-01-26 00:00:00,25,"[1462.42, 6733.37, 8393.58, 15410.6, 16109.54, 16624.38, 17982.0, 18452.68, 22376.18, 22463.91]",amount_not_seen_in_6_months
GL000609,global services,26102.65,gl,2024-01-26 00:00:00,12,"[2297.49, 4387.09, 7452.96, 15229.08, 21818.27, 27524.23, 34539.95, 35880.5, 37248.83, 41487.0]",amount_not_seen_in_6_months
GL000683,x y z,362.04,gl,2024-01-26 00:00:00,1,[35501.43],amount_not_seen_in_6_months
GL000946,global serv,21802.1,gl,2024-01-26 00:00:00,3,"[8584.32, 25561.08, 30092.29]",amount_not_seen_in_6_months
BANK000193,global services,31307.9,bank,2024-01-27 00:00:00,13,"[2297.49, 4387.09, 7452.96, 15229.08, 21818.27, 26102.65, 27524.23, 34539.95, 35880.5, 37248.83]",amount_not_seen_in_6_months
BANK000327,business tools,33977.0,bank,2024-01-27 00:00:00,5,"[23722.65, 26032.44, 29397.43, 47308.5, 47554.41]",amount_not_seen_in_6_months
BANK000440,cloud services,28923.96,bank,2024-01-27 00:00:00,3,"[10638.39, 32385.29, 43266.86]",amount_not_seen_in_6_months
GL000027,global svcs,28582.66,gl,2024-01-27 00:00:00,4,"[4025.65, 21200.94, 32200.4, 38694.03]",amount_not_seen_in_6_months
GL000250,xyz,48196.05,gl,2024-01-27 00:00:00,26,"[1462.42, 6733.37, 8393.58, 13279.84, 15410.6, 16109.54, 16624.38, 17982.0, 18452.68, 22376.18]",amount_not_seen_in_6_months
GL000896,global svcs,48657.13,gl,2024-01-27 00:00:00,4,"[4025.65, 21200.94, 32200.4, 38694.03]",amount_not_seen_in_6_months
GL001103,tech solutions,34574.39,gl,2024-01-27 00:00:00,12,"[3308.71, 6350.22, 14326.14, 22337.66, 23381.51, 24917.0, 27442.07, 31410.16, 37088.49, 41757.6]",amount_not_seen_in_6_months
GL000260,tech solutions,19363.87,gl,2024-01-28 00:00:00,13,"[3308.71, 6350.22, 14326.14, 22337.66, 23381.51, 24917.0, 27442.07, 31410.16, 34574.39, 37088.49]",amount_not_seen_in_6_months
GL000287,abc,13539.48,gl,2024-01-28 00:00:00,12,"[1815.94, 6354.58, 13183.05, 15901.95, 16521.4, 22446.79, 26805.92, 27804.49, 29847.73, 45878.6]",amount_not_seen_in_6_months
GL000578,abc,14222.63,gl,2024-01-28 00:00:00,12,"[1815.94, 6354.58, 13183.05, 15901.95, 16521.4, 22446.79, 26805.92, 27804.49, 29847.73, 45878.6]",amount_not_seen_in_6_months
GL000995,x y z,9367.05,gl,2024-01-28 00:00:00,2,"[362.04, 35501.43]",amount_not_seen_in_6_months
GL001152,smith,18808.2,gl,2024-01-28 00:00:00,19,"[2080.6, 3964.59, 5120.04, 5585.32, 6756.75, 10364.42, 15900.1, 17955.34, 21927.0, 26357.5]",amount_not_seen_in_6_months
BANK000018,global services,16281.71,bank,2024-01-29 00:00:00,14,"[2297.49, 4387.09, 7452.96, 15229.08, 21818.27, 26102.65, 27524.23, 31307.9, 34539.95, 35880.5]",amount_not_seen_in_6_months
BANK000219,tech solutions,16286.3,bank,2024-01-29 00:00:00,14,"[3308.71, 6350.22, 14326.14, 19363.87, 22337.66, 23381.51, 24917.0, 27442.07, 31410.16, 34574.39]",amount_not_seen_in_6_months
BANK000735,business tools,13399.7,bank,2024-01-29 00:00:00,6,"[23722.65, 26032.44, 29397.43, 33977.0, 47308.5, 47554.41]",amount_not_seen_in_6_months
BANK000802,data systems,43372.73,bank,2024-01-29 00:00:00,5,"[316.45, 14838.02, 15606.43, 29265.91, 38561.23]",amount_not_seen_in_6_months
GL000124,a b c,32991.53,gl,2024-01-29 00:00:00,2,"[17880.85, 20888.48]",amount_not_seen_in_6_months
GL000194,smith,16700.52,gl,2024-01-29 00:00:00,20,"[2080.6, 3964.59, 5120.04, 5585.32, 6756.75, 10364.42, 15900.1, 17955.34, 18808.2, 21927.0]",amount_not_seen_in_6_months
GL000926,xyz,28527.57,gl,2024-01-29 00:00:00,27,"[1462.42, 6733.37, 8393.58, 13279.84, 15410.6, 16109.54, 16624.38, 17982.0, 18452.68, 22376.18]",amount_not_seen_in_6_months
BANK000382,xyz,32009.52,bank,2024-01-30 00:00:00,28,"[1462.42, 6733.37, 8393.58, 13279.84, 15410.6, 16109.54, 16624.38, 17982.0, 18452.68, 22376.18]",amount_not_seen_in_6_months
BANK000840,abc,15739.36,bank,2024-01-30 00:00:00,14,"[1815.94, 6354.58, 13183.05, 13539.48, 14222.63, 15901.95, 16521.4, 22446.79, 26805.92, 27804.49]",amount_not_seen_in_6_months
GL000196,xyz,37035.24,gl,2024-01-30 00:00:00,28,"[1462.42, 6733.37, 8393.58, 13279.84, 15410.6, 16109.54, 16624.38, 17982.0, 18452.68, 22376.18]",amount_not_seen_in_6_months
GL000232,xyz,18988.37,gl,2024-01-30 00:00:00,28,"[1462.42, 6733.37, 8393.58, 13279.84, 15410.6, 16109.54, 16624.38, 17982.0, 18452.68, 22376.18]",amount_not_seen_in_6_months
GL001170,xyz,17645.9,gl,2024-01-30 00:00:00,28,"[1462.42, 6733.37, 8393.58, 13279.84, 15410.6, 16109.54, 16624.38, 17982.0, 18452.68, 22376.18]",amount_not_seen_in_6_months
BANK000171,cloud services,28474.61,bank,2024-01-31 00:00:00,4,"[10638.39, 28923.96, 32385.29, 43266.86]",amount_not_seen_in_6_months
BANK000492,xyz,27104.06,bank,2024-01-31 00:00:00,32,"[1462.42, 6733.37, 8393.58, 13279.84, 15410.6, 16109.54, 16624.38, 17645.9, 17982.0, 18452.68]",amount_not_seen_in_6_months
BANK000876,smith,34838.88,bank,2024-01-31 00:00:00,21,"[2080.6, 3964.59, 5120.04, 5585.32, 6756.75, 10364.42, 15900.1, 16700.52, 17955.34, 18808.2]",amount_not_seen_in_6_months
GL000208,xyz,17860.93,gl,2024-01-31 00:00:00,32,"[1462.42, 6733.37, 8393.58, 13279.84, 15410.6, 16109.54, 16624.38, 17645.9, 17982.0, 18452.68]",amount_not_seen_in_6_months
GL000557,global services,36460.35,gl,2024-01-31 00:00:00,15,"[2297.49, 4387.09, 7452.96, 15229.08, 16281.71, 21818.27, 26102.65, 27524.23, 31307.9, 34539.95]",amount_not_seen_in_6_months
BANK000267,consulting group,48204.91,bank,2024-02-01 00:00:00,2,"[17313.87, 47716.15]",amount_not_seen_in_6_months
BANK000445,digital agency,43653.6,bank,2024-02-01 00:00:00,6,"[6454.68, 30225.93, 32007.4, 32783.18, 45531.04, 45707.6]",amount_not_seen_in_6_months
BANK000508,data systems,15095.0,bank,2024-02-01 00:00:00,6,"[316.45, 14838.02, 15606.43, 29265.91, 38561.23, 43372.73]",amount_not_seen_in_6_months
BANK000780,audit solutions,11452.89,bank,2024-02-01 00:00:00,6,"[4114.05, 22120.17, 28957.73, 34677.51, 43102.04, 46702.74]",amount_not_seen_in_6_months
GL000219,smith,11338.15,gl,2024-02-01 00:00:00,22,"[2080.6, 3964.59, 5120.04, 5585.32, 6756.75, 10364.42, 15900.1, 16700.52, 17955.34, 18808.2]",amount_not_seen_in_6_months
GL000243,tech solutions,10471.11,gl,2024-02-01 00:00:00,15,"[3308.71, 6350.22, 14326.14, 16286.3, 19363.87, 22337.66, 23381.51, 24917.0, 27442.07, 31410.16]",amount_not_seen_in_6_months
GL000584,global serv,32112.05,gl,2024-02-01 00:00:00,4,"[8584.32, 21802.1, 25561.08, 30092.29]",amount_not_seen_in_6_months
GL001126,smith,41935.23,gl,2024-02-01 00:00:00,22,"[2080.6, 3964.59, 5120.04, 5585.32, 6756.75, 10364.42, 15900.1, 16700.52, 17955.34, 18808.2]",amount_not_seen_in_6_months
GL001182,smith,39695.14,gl,2024-02-01 00:00:00,22,"[2080.6, 3964.59, 5120.04, 5585.32, 6756.75, 10364.42, 15900.1, 16700.52, 17955.34, 18808.2]",amount_not_seen_in_6_months
BANK000571,smith,24706.88,bank,2024-02-02 00:00:00,25,"[2080.6, 3964.59, 5120.04, 5585.32, 6756.75, 10364.42, 11338.15, 15900.1, 16700.52, 17955.34]",amount_not_seen_in_6_months
BANK000820,finance partners,5494.42,bank,2024-02-02 00:00:00,3,"[3463.28, 15059.55, 18296.11]",amount_not_seen_in_6_months
GL000119,tech solutions,4163.17,gl,2024-02-02 00:00:00,16,"[3308.71, 6350.22, 10471.11, 14326.14, 16286.3, 19363.87, 22337.66, 23381.51, 24917.0, 27442.07]",amount_not_seen_in_6_months
GL000615,xyz,14286.18,gl,2024-02-02 00:00:00,34,"[1462.42, 6733.37, 8393.58, 13279.84, 15410.6, 16109.54, 16624.38, 17645.9, 17860.93, 17982.0]",amount_not_seen_in_6_months
GL000707,a b c,4041.61,gl,2024-02-02 00:00:00,3,"[17880.85, 20888.48, 32991.53]",amount_not_seen_in_6_months
GL001157,a b c,5583.67,gl,2024-02-02 00:00:00,3,"[17880.85, 20888.48, 32991.53]",amount_not_seen_in_6_months
BANK000019,global services,20118.12,bank,2024-02-03 00:00:00,16,"[2297.49, 4387.09, 7452.96, 15229.08, 16281.71, 21818.27, 26102.65, 27524.23, 31307.9, 34539.95]",amount_not_seen_in_6_months
GL000267,tech sol,20990.16,gl,2024-02-03 00:00:00,4,"[22240.1, 26583.88, 27055.7, 44985.32]",amount_not_seen_in_6_months
GL000660,tech sol,48143.0,gl,2024-02-03 00:00:00,4,"[22240.1, 26583.88, 27055.7, 44985.32]",amount_not_seen_in_6_months
GL000828,smith,48445.22,gl,2024-02-03 00:00:00,26,"[2080.6, 3964.59, 5120.04, 5585.32, 6756.75, 10364.42, 11338.15, 15900.1, 16700.52, 17955.34]",amount_not_seen_in_6_months
BANK000502,xyz,12109.25,bank,2024-02-04 00:00:00,35,"[1462.42, 6733.37, 8393.58, 13279.84, 14286.18, 15410.6, 16109.54, 16624.38, 17645.9, 17860.93]",amount_not_seen_in_6_months
